"series","episode","baker","baker_last_name","baker_age","baker_occupation","hometown","signature_bake","technical","result","show_stopper"
7,9,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",NA,NA,NA,NA
7,10,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down","Crunchy Caramel Cassis Crown",1,"Runner-up","Family and Friends' Favourites Picnic"
7,10,"Jane","Beedle",61,"Garden designer","Beckenham","Red, White and Blue Meringue Crown",3,"Runner-up","Family Favourites Feast"
7,10,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire","Queen Victoria's Mango and Strawberry Crown",2,"WINNER","Picnic for Pearly Kings and Queens"
7,10,"Benjamina","Ebuehi",23,"Teaching assistant","South London",NA,NA,NA,NA
7,10,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",NA,NA,NA,NA
7,10,"Lee","Banfield",67,"Pastor","Bolton",NA,NA,NA,NA
7,10,"Louise","Williams",46,"Hairdresser","Cardiff",NA,NA,NA,NA
7,10,"Michael","Georgiou",20,"Student","Durham",NA,NA,NA,NA
7,10,"Rav","Bansal",28,"Student support","Erith",NA,NA,NA,NA
7,10,"Selasi","Gbormittah",30,"Client service associate","London",NA,NA,NA,NA
7,10,"Tom","Gilliford",26,"Project engagement manager","Rochdale",NA,NA,NA,NA
7,10,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",NA,NA,NA,NA
8,1,"Chris","Geiger",50,"Software developer","Bristol","Tropical Fresh Fruit Cake",12,"IN","'Raised Pork Pie and Egg Surprise' Cake"
8,1,"Flo","Atkins",71,"Retired","Merseyside","Citrus Layer Cake",9,"IN","'One in a Melon' Cake"
8,1,"James","Hillery",46,"Banker","Brentwood, Essex","Orange, Rhubarb & Ginger Crumble Cake",2,"IN","'Mock-accino and Croissant' Cake"
8,1,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Courgette and Lemon Cake",3,"IN","'Russian Doll' Cake"
8,1,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Moroccan Strawberry and Rose Cake",1,"IN","'Chocolate Terrarium' Cake"
8,1,"Liam","Charles",19,"Student","North London","Apple and Almond Crumble Maple Loaf",8,"IN","'Stackin' Sunday' Cake"
8,1,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Pineapple and Coconut Sandwich Cake",5,"IN","'Champagne Bottle and Bucket' Cake"
8,1,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Granny Smith Apple and Walnut Cake",11,"IN","'Black Evening Clutch Bag' Cake"
8,1,"Tom","Hetherington",29,"Architect","Edinburgh","Gilded Pear and Cardamom Cake",7,"IN","'Stack of Books' Cake"
8,1,"Yan","Tsou",46,"Laboratory research scientist","North London","Windfall Apple Crumble Cake",4,"IN","'Banana-ramen' Cake"
8,1,"Peter","Abatan",52,"IT programme manager","Southend, Essex","Coconut Cake",10,"OUT","'Bread on a Breadboard' Cake"
8,1,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Bonfire Night Cake",6,"STAR BAKER","'A Baker's Lunch' Cake"
8,2,"Flo","Atkins",71,"Retired","Merseyside","Gin Jam Butties",10,"IN","'Pick My Bones' Game"
8,2,"James","Hillery",46,"Banker","Brentwood, Essex","Rhubarb and Custard Whirls",3,"IN","'Coppit' Game"
8,2,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Middle Eastern Delight Sandwich Biscuits",4,"IN","'A British Baking' Game"
8,2,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Coconut Seashells for a Titanic Afternoon Tea",8,"IN","'Jungle' Game"
8,2,"Liam","Charles",19,"Student","North London","Coffee Malted Pecan Shorties",7,"IN","'Classroom Classics' Game"
8,2,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Lemon Limoncino Sandwich Biscuits",2,"IN","'Snakes and Ladders' Game"
8,2,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Sparkly Chocolate and Marshmallow Fluff Cookies",9,"IN","'Get to School' Game"
8,2,"Tom","Hetherington",29,"Architect","Edinburgh","Coffee and Amaretto Kisses",5,"IN","'Drain Pipes and Ladders' Game"
8,2,"Yan","Tsou",46,"Laboratory research scientist","North London","'Mrs. Marian's PB 'n' B' Biscuits",1,"IN","'Adventures in Bakeland' Game"
8,2,"Chris","Geiger",50,"Software developer","Bristol","Chocolate Chia Seed Biscuits with Whisky Caramel Filling",11,"OUT","'The Great British Sail Off' Game"
8,2,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Amarpressi Biscuits",6,"STAR BAKER","'Check Bake' Game"
8,2,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,3,"James","Hillery",46,"Banker","Brentwood, Essex","Nordic Teacakes",9,"IN","'Owl in the Woods' Bread Sculpture"
8,3,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Blueberry Buns",10,"IN","'Kraken' Bread Sculpture"
8,3,"Liam","Charles",19,"Student","North London","Jamaican Spiced Teacakes",5,"IN","'Kneadapolitan' Bread Sculpture"
8,3,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Tagine Teacakes",6,"IN","'Picnic Basket' Bread Sculpture"
8,3,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Cranberry and Cinnamon Teacakes",1,"IN","'Ascot Hat' Bread Sculpture"
8,3,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Madras Cocktail Teacakes",3,"IN","'The Bag I Knead' Bread Sculpture"
8,3,"Tom","Hetherington",29,"Architect","Edinburgh","Orange and Cranberry Teacakes",4,"IN","'Pink & Yellow Rose Centrepiece' Bread Sculpture"
8,3,"Yan","Tsou",46,"Laboratory research scientist","North London","'Mrs P's' Masala Chai Spiced Teacakes",8,"IN","'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture"
8,3,"Flo","Atkins",71,"Retired","Merseyside","Cinnamon and Orange Teacakes",7,"OUT","'Davy Jones' Locker' Bread Sculpture"
8,3,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Earl Grey Dried Fruit Teacakes",2,"STAR BAKER","'The Snail Under a Mushroom' Bread Sculpture"
8,3,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,3,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,4,"James","Hillery",46,"Banker","Brentwood, Essex","'Windy City' Millionaire Shortbreads",2,"IN","Nutty Caramel Cake"
8,4,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Pecan Salted Caramel Millionaire Shortbreads",9,"IN","Poppy Seed Caramel Cake"
8,4,"Liam","Charles",19,"Student","North London","Salted Peanut Butter Millionaire Shortbreads",3,"IN","White Layered Ginger Caramel Cake"
8,4,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Jaffa Millionaire Shortbreads",4,"IN","Bird's Nest Caramel Cake"
8,4,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Rum Salted Caramel Millionaire Shortbreads",1,"IN","Chocolate and Coffee Caramel Cake"
8,4,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Orange Macadamia Nut Millionaire Shortbreads",7,"IN","Caramel Crown Cake"
8,4,"Yan","Tsou",46,"Laboratory research scientist","North London","'Lil' Red's Ginger and Nuts' Millionaire Shortbreads",8,"IN","Animals of the Rainforest Caramel Cake"
8,4,"Tom","Hetherington",29,"Architect","Edinburgh","Stem Ginger Caramel Shortbreads",5,"OUT","Hummingbird Cake"
8,4,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Salted Bay Caramel Millionaire Shortbreads",6,"STAR BAKER","Sticky Toffee Apple Caramel Cake"
8,4,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,4,"Flo","Atkins",71,"Retired","Merseyside",NA,NA,NA,NA
8,4,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,5,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","Orange & Treacle Steamed School Pudding",3,"IN","'Opulent Ornament' Trifle Terrine"
8,5,"Kate","Lyon",29,"Health and safety inspector","Merseyside","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding",8,"IN","'My Great Great Nan's' Raspberry Trifle Terrine"
8,5,"Liam","Charles",19,"Student","North London","Cherries & Lemons that are 'Baked Well'",2,"IN","'Cheers Lads' Trifle Terrine"
8,5,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Bakewell Tart Steamed School Pudding",4,"IN","Tropical Trifle Terrine"
8,5,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Lemon & Blackcurrant Drizzle Steamed School Pudding",5,"IN","'From Across the Jelly Pond' Trifle Terrine"
8,5,"Yan","Tsou",46,"Laboratory research scientist","North London","Mango Fruit Hat Steamed School Pudding",6,"IN","'Heart of a Hero' Trifle Terrine"
8,5,"James","Hillery",46,"Banker","Brentwood, Essex","Orange and Ginger Steamed School Pudding",7,"OUT","'The Missed Silver Jubilee' Trifle Terrine"
8,5,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Ginger, Fig and Honey Steamed School Pudding",1,"STAR BAKER","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
8,5,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,5,"Flo","Atkins",71,"Retired","Merseyside",NA,NA,NA,NA
8,5,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,5,"Tom","Hetherington",29,"Architect","Edinburgh",NA,NA,NA,NA
8,6,"Kate","Lyon",29,"Health and safety inspector","Merseyside","'Vegetarian Pie Faces' Decorative Pies",5,"IN","Potato Curry Pie with Mango & Chilli Glaze"
8,6,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","'The Four Seasons' Decorative Pies",2,"IN","Game Pie with Glazed Forest Fruits"
8,6,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","'Love Theme' Decorative Pies",6,"IN","Indian Hand Raised Pie with Mango"
8,6,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","'Fleetwood Mac' Decorative Pies",3,"IN","Christmas Pie"
8,6,"Yan","Tsou",46,"Laboratory research scientist","North London","'πr2' Decorative Pies",1,"IN","Chequerboard Pie"
8,6,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex","'Pies from the Tree' Decorative Pies",7,"OUT","'Special Occasion' Pie"
8,6,"Liam","Charles",19,"Student","North London","'Standard FC' Decorative Pies",4,"STAR BAKER","'Nan's Sunday Dinner' Pie"
8,6,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,6,"Flo","Atkins",71,"Retired","Merseyside",NA,NA,NA,NA
8,6,"James","Hillery",46,"Banker","Brentwood, Essex",NA,NA,NA,NA
8,6,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,6,"Tom","Hetherington",29,"Architect","Edinburgh",NA,NA,NA,NA
8,7,"Kate","Lyon",29,"Health and safety inspector","Merseyside","'Happy Hour' Cocktail Cannoli",6,"IN","'Flavour Fusion' Sfogliatelle"
8,7,"Liam","Charles",19,"Student","North London","'Just Doing Me' Cannoli",2,"IN","'Morning Delivery' Sfogliatelle"
8,7,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","'Classics with a Twist' Cannoli",3,"IN","'Classics' Sfogliatelle"
8,7,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","My All Time Favourite Desserts",4,"IN","Pastry Surprise"
8,7,"Yan","Tsou",46,"Laboratory research scientist","North London","Cannoli Cocktails",5,"OUT","Canadian-Style Sfogliatelle"
8,7,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Italian Style Cannoli",1,"STAR BAKER","'Sicilian-style' Sfogliatelle"
8,7,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,7,"Flo","Atkins",71,"Retired","Merseyside",NA,NA,NA,NA
8,7,"James","Hillery",46,"Banker","Brentwood, Essex",NA,NA,NA,NA
8,7,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",NA,NA,NA,NA
8,7,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,7,"Tom","Hetherington",29,"Architect","Edinburgh",NA,NA,NA,NA
8,8,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Burrito Bedfordshire Clangers",2,"IN","'Liver Building Turret' Savoy Cake"
8,8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Char Siu & Banana Praline Bedfordshire Clangers",4,"IN","Citrus with Green Apple Croquembouche Savoy Cake"
8,8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","'Mediterranean Medley' Bedfordshire Clangers",1,"IN","Chestnut Rum Savoy Cake"
8,8,"Liam","Charles",19,"Student","North London","'Take Out' Bedfordshire Clangers",5,"OUT","'Fort Wizardore' Savoy Cake"
8,8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","Camembert & Onion and Apple & Blueberry Bedfordshire Clangers",3,"STAR BAKER","'Bright' Lemon & Orange Savoy Cake"
8,8,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,8,"Flo","Atkins",71,"Retired","Merseyside",NA,NA,NA,NA
8,8,"James","Hillery",46,"Banker","Brentwood, Essex",NA,NA,NA,NA
8,8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",NA,NA,NA,NA
8,8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,8,"Tom","Hetherington",29,"Architect","Edinburgh",NA,NA,NA,NA
8,8,"Yan","Tsou",46,"Laboratory research scientist","North London",NA,NA,NA,NA
8,9,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Bellini and Valencian Orange Choux Buns",4,"IN","'Rainbow' Meringue Centrepiece"
8,9,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Key Lime Cheesecake and Bakewell Tart Choux Buns",3,"IN","'Some Air Over the Rainbow' Meringue Centrepiece"
8,9,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire","'Choux-nicorn and Choux-moji' Choux Buns",2,"OUT","'Flamingos in Love' Meringue Centrepiece"
8,9,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns",1,"STAR BAKER","'Tutu with Opera Filling' Meringue Centrepiece"
8,9,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,9,"Flo","Atkins",71,"Retired","Merseyside",NA,NA,NA,NA
8,9,"James","Hillery",46,"Banker","Brentwood, Essex",NA,NA,NA,NA
8,9,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",NA,NA,NA,NA
8,9,"Liam","Charles",19,"Student","North London",NA,NA,NA,NA
8,9,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,9,"Tom","Hetherington",29,"Architect","Edinburgh",NA,NA,NA,NA
8,9,"Yan","Tsou",46,"Laboratory research scientist","North London",NA,NA,NA,NA
8,10,"Kate","Lyon",29,"Health and safety inspector","Merseyside","Roman Spelt, Coconut Kala Chana and Flower Breads",3,"Runner-up","White Chocolate, Yuzu and Lychee Entremet"
8,10,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",1,"Runner-up","'Yin Yang' Entremet"
8,10,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey","Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",2,"WINNER","'Ode to the Honey Bee' Entremet"
8,10,"Chris","Geiger",50,"Software developer","Bristol",NA,NA,NA,NA
8,10,"Flo","Atkins",71,"Retired","Merseyside",NA,NA,NA,NA
8,10,"James","Hillery",46,"Banker","Brentwood, Essex",NA,NA,NA,NA
8,10,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",NA,NA,NA,NA
8,10,"Liam","Charles",19,"Student","North London",NA,NA,NA,NA
8,10,"Peter","Abatan",52,"IT programme manager","Southend, Essex",NA,NA,NA,NA
8,10,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",NA,NA,NA,NA
8,10,"Tom","Hetherington",29,"Architect","Edinburgh",NA,NA,NA,NA
8,10,"Yan","Tsou",46,"Laboratory research scientist","North London",NA,NA,NA,NA
9,1,"Antony","Amourdoux",30,"Banker","London",NA,12,"IN",NA
9,1,"Briony","Williams",33,"Full-time parent","Bristol",NA,2,"IN",NA
9,1,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,4,"IN",NA
9,1,"Jon","Jenkins",47,"Blood courier","Newport",NA,5,"IN",NA
9,1,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,6,"IN",NA
9,1,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,10,"IN",NA
9,1,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,8,"IN",NA
9,1,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,7,"IN",NA
9,1,"Ruby","Bhogal",29,"Project manager","London",NA,1,"IN",NA
9,1,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,9,"IN",NA
9,1,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,11,"OUT",NA
9,1,"Manon","Lagrave",26,"Software project manager","London",NA,3,"STAR BAKER",NA
9,2,"Antony","Amourdoux",30,"Banker","London",NA,9,"IN",NA
9,2,"Briony","Williams",33,"Full-time parent","Bristol",NA,5,"IN",NA
9,2,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,3,"IN",NA
9,2,"Jon","Jenkins",47,"Blood courier","Newport",NA,1,"IN",NA
9,2,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,11,"IN",NA
9,2,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,4,"IN",NA
9,2,"Manon","Lagrave",26,"Software project manager","London",NA,6,"IN",NA
9,2,"Ruby","Bhogal",29,"Project manager","London",NA,10,"IN",NA
9,2,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,8,"IN",NA
9,2,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,7,"OUT",NA
9,2,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,2,"STAR BAKER",NA
9,2,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,3,"Briony","Williams",33,"Full-time parent","Bristol",NA,9,"IN",NA
9,3,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,6,"IN",NA
9,3,"Jon","Jenkins",47,"Blood courier","Newport",NA,2,"IN",NA
9,3,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,5,"IN",NA
9,3,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,10,"IN",NA
9,3,"Manon","Lagrave",26,"Software project manager","London",NA,3,"IN",NA
9,3,"Ruby","Bhogal",29,"Project manager","London",NA,7,"IN",NA
9,3,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,1,"IN",NA
9,3,"Antony","Amourdoux",30,"Banker","London",NA,8,"OUT",NA
9,3,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,4,"STAR BAKER",NA
9,3,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,3,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,4,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,NA,"[a]",NA
9,4,"Briony","Williams",33,"Full-time parent","Bristol",NA,5,"IN",NA
9,4,"Jon","Jenkins",47,"Blood courier","Newport",NA,3,"IN",NA
9,4,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,7,"IN",NA
9,4,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,6,"IN",NA
9,4,"Manon","Lagrave",26,"Software project manager","London",NA,8,"IN",NA
9,4,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,4,"IN",NA
9,4,"Ruby","Bhogal",29,"Project manager","London",NA,2,"IN",NA
9,4,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,1,"STAR BAKER",NA
9,4,"Antony","Amourdoux",30,"Banker","London",NA,NA,NA,NA
9,4,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,4,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,5,"Briony","Williams",33,"Full-time parent","Bristol",NA,6,"IN",NA
9,5,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,2,"IN",NA
9,5,"Jon","Jenkins",47,"Blood courier","Newport",NA,7,"IN",NA
9,5,"Manon","Lagrave",26,"Software project manager","London",NA,5,"IN",NA
9,5,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,3,"IN",NA
9,5,"Ruby","Bhogal",29,"Project manager","London",NA,1,"IN",NA
9,5,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,9,"OUT",NA
9,5,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,8,"OUT",NA
9,5,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,4,"STAR BAKER",NA
9,5,"Antony","Amourdoux",30,"Banker","London",NA,NA,NA,NA
9,5,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,5,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,6,"Jon","Jenkins",47,"Blood courier","Newport",NA,2,"IN",NA
9,6,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,5,"IN",NA
9,6,"Manon","Lagrave",26,"Software project manager","London",NA,4,"IN",NA
9,6,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,3,"IN",NA
9,6,"Ruby","Bhogal",29,"Project manager","London",NA,7,"IN",NA
9,6,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,6,"OUT",NA
9,6,"Briony","Williams",33,"Full-time parent","Bristol",NA,1,"STAR BAKER",NA
9,6,"Antony","Amourdoux",30,"Banker","London",NA,NA,NA,NA
9,6,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,6,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,NA,NA,NA
9,6,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,6,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,NA,NA,NA
9,7,"Briony","Williams",33,"Full-time parent","Bristol",NA,5,"IN",NA
9,7,"Manon","Lagrave",26,"Software project manager","London",NA,2,"IN",NA
9,7,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,1,"IN",NA
9,7,"Ruby","Bhogal",29,"Project manager","London",NA,3,"IN",NA
9,7,"Jon","Jenkins",47,"Blood courier","Newport",NA,4,"OUT",NA
9,7,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,6,"STAR BAKER",NA
9,7,"Antony","Amourdoux",30,"Banker","London",NA,NA,NA,NA
9,7,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,NA,NA,NA
9,7,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,7,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,NA,NA,NA
9,7,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,7,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,NA,NA,NA
9,8,"Briony","Williams",33,"Full-time parent","Bristol",NA,1,"IN",NA
9,8,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,2,"IN",NA
9,8,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,5,"IN",NA
9,8,"Manon","Lagrave",26,"Software project manager","London",NA,4,"OUT",NA
9,8,"Ruby","Bhogal",29,"Project manager","London",NA,3,"STAR BAKER",NA
9,8,"Antony","Amourdoux",30,"Banker","London",NA,NA,NA,NA
9,8,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,NA,NA,NA
9,8,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,8,"Jon","Jenkins",47,"Blood courier","Newport",NA,NA,NA,NA
9,8,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,NA,NA,NA
9,8,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,8,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,NA,NA,NA
9,9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,2,"IN",NA
9,9,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,4,"IN",NA
9,9,"Briony","Williams",33,"Full-time parent","Bristol",NA,3,"OUT",NA
9,9,"Ruby","Bhogal",29,"Project manager","London",NA,1,"STAR BAKER",NA
9,9,"Antony","Amourdoux",30,"Banker","London",NA,NA,NA,NA
9,9,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,NA,NA,NA
9,9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,9,"Jon","Jenkins",47,"Blood courier","Newport",NA,NA,NA,NA
9,9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,NA,NA,NA
9,9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,9,"Manon","Lagrave",26,"Software project manager","London",NA,NA,NA,NA
9,9,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,NA,NA,NA
9,10,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",NA,1,"Runner-up",NA
9,10,"Ruby","Bhogal",29,"Project manager","London",NA,3,"Runner-up",NA
9,10,"Rahul","Mandal",30,"Research scientist","Rotherham",NA,2,"WINNER",NA
9,10,"Antony","Amourdoux",30,"Banker","London",NA,NA,NA,NA
9,10,"Briony","Williams",33,"Full-time parent","Bristol",NA,NA,NA,NA
9,10,"Dan","Beasley-Harling",36,"Full-time parent","London",NA,NA,NA,NA
9,10,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",NA,NA,NA,NA
9,10,"Jon","Jenkins",47,"Blood courier","Newport",NA,NA,NA,NA
9,10,"Karen","Wright",60,"In-store sampling assistant","Wakefield",NA,NA,NA,NA
9,10,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",NA,NA,NA,NA
9,10,"Manon","Lagrave",26,"Software project manager","London",NA,NA,NA,NA
9,10,"Terry","Hartill",56,"Retired air steward","West Midlands",NA,NA,NA,NA
10,1,"Alice","Fevronia",28,"Geography teacher","Essex",NA,5,"IN",NA
10,1,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,4,"IN",NA
10,1,"David","Atherton",36,"International health adviser","Whitby",NA,10,"IN",NA
10,1,"Helena","Garcia",40,"Online project manager","Leeds",NA,12,"IN",NA
10,1,"Henry","Bird",20,"Student","Durham",NA,1,"IN",NA
10,1,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,13,"IN",NA
10,1,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,11,"IN",NA
10,1,"Phil","Thorne",56,"HGV driver","Rainham",NA,8,"IN",NA
10,1,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,7,"IN",NA
10,1,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,2,"IN",NA
10,1,"Steph","Blackwell",28,"Shop assistant","Chester",NA,3,"IN",NA
